Sitio,ID,Encuentro,distancia a sendero,Distrecorr,TipoMov,Actividad,Sexo,Edad,Hora formato de 12 hrs,Hora de encuentro (F24),Mes,Fecha,Temporada,HUM,TEMPAMB,TC,TS,LHC,Peso ,HOJA,SUELO,HERB,ARBUS,ARBO,DOSEL,altitid,Localidad,Estado,Region,Revisor
Conservado,17,6,,4.9,Ajuste Local ,Moviendose,Hembra,Adulto,07:35:46 p. m.,19:35:46,Octubre,14/10/2018,Lluvias,98,19.7,19,19.1,8.5,56,30,50,5,5,10,91.52,1546 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,4,,16.86,Movimiento Exploratorio,Refugiado,Hembra,Adulto,02:44:14 p. m.,14:44:14,Octubre,14/10/2018,Lluvias,98,19.6,18.3,18.4,8.5,56,25,25,10,20,20,83.2,1508 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,3,,19.09,Movimiento Exploratorio,Refugiado,Hembra,Adulto,11:00:56 a. m.,11:00:56,Octubre,14/10/2018,Lluvias,92,19.6,18.7,18.7,8.5,56,25,25,10,20,20,89.44,1552 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,2,,16.86,Movimiento Exploratorio,Refugiado,Hembra,Adulto,02:44:14 p. m.,14:44:14,Octubre,14/10/2018,Lluvias,92,18.5,18.4,18.5,8.5,56,50,20,5,10,15,92.56,1508 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,7,,14.18,Movimiento Exploratorio,Descansando,Hembra,Adulto,11:18:30 p. m.,23:18:30,Octubre,14/10/2018,Lluvias,99,20.3,18.9,19,8.5,56,na,na,na,na,na,na,1550 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,10,,0,Refugiado,Refugiado,Hembra,Adulto,12:58:15 p. m.,12:58:15,Octubre,15/10/2018,Lluvias,95,20.5,19.4,19.6,8.5,56,60,10,0,10,20,89.44,1539 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,11,,0,Refugiado,Refugiado,Hembra,Adulto,07:47:16 p. m.,19:47:16,Octubre,15/10/2018,Lluvias,98,18,17.5,17.4,8.5,56,60,10,0,10,20,89.44,1547 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,12,,0,Refugiado,Refugiado,Hembra,Adulto,10:13:31 p. m.,22:13:31,Octubre,15/10/2018,Lluvias,98,18,17.6,17.7,8.5,56,60,10,0,10,20,89.44,1539 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,9,,23.67,Movimiento Exploratorio,Refugiado,Hembra,Adulto,12:58:15 p. m.,12:58:15,Octubre,15/10/2018,Lluvias,95,20.5,19.4,19.6,8.5,56,60,10,0,10,20,89.44,1539 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,8,,9.96,Movimiento Exploratorio,Descansando,Hembra,Adulto,01:34:16 a. m.,01:34:16,Octubre,15/10/2018,Lluvias,90,18.3,18.6,18.7,8.5,56,na,na,na,na,na,na,1534 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,15,,0,Refugiado,Moviendose,Hembra,Adulto,10:45:57 p. m.,22:45:57,Octubre,16/10/2018,Lluvias,99,17.1,16.5,16.8,8.5,56,80,5,5,5,5,82.16,1551 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,13,,0,Refugiado,Refugiado,Hembra,Adulto,01:18:49 a. m.,01:18:49,Octubre,16/10/2018,Lluvias,95,18,17.9,17.8,8.5,56,60,10,0,10,20,89.44,1530 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,14,,8.43,Movimiento Exploratorio,Refugiado,Hembra,Adulto,02:24:08 p. m.,14:24:08,Octubre,16/10/2018,Lluvias,95,18.7,18.2,18.4,8.5,56,80,5,5,5,5,82.16,1547 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,16,,7.66,Movimiento Exploratorio,Moviendose,Hembra,Adulto,03:49:33 p. m.,15:49:33,Octubre,17/10/2018,Lluvias,99,16,16.2,16.5,8.5,56,70,10,5,5,5,81.12,1540 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,17,,14.54,Movimiento Exploratorio,Refugiado,Hembra,Adulto,08:10:44 p. m.,20:10:44,Octubre,17/10/2018,Lluvias,99,15,16,15.9,8.5,56,20,20,10,10,10,82.16,1543 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,17,18,,5.45,Movimiento Exploratorio,Refugiado,Hembra,Adulto,10:59:30 a. m.,10:59:30,Octubre,18/10/2018,Lluvias,99,15,16,15.9,8.5,56,20,20,10,10,10,82.16,1539 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,1,,0,Refugiado,Moviendose,Hembra,Adulto,11:50:00 p.m., 23:50:00,Octubre,13/10/2018,Lluvias,92,19,18.5,18.4,8.75,54,50,10,10,15,15,84.24,1526 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,2,,0,Refugiado,Refugiado,Hembra,Adulto,11:14:04 a. m.,11:14:04,Octubre,14/10/2018,Lluvias,92,19.8,18.6,18.6,8.75,54,50,10,10,15,15,84.24,1551 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,3,,1.53,Ajuste Local ,Refugiado,Hembra,Adulto,02:50:32 p. m.,14:50:32,Octubre,14/10/2018,Lluvias,98,20.5,19.7,19.6,8.75,54,50,10,10,15,15,84.24,1518 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,6,,23.54,Movimiento Exploratorio,Moviendose,Hembra,Adulto,11:26:40 p. m.,23:26:40,Octubre,14/10/2018,Lluvias,95,21,18.8,18.7,8.75,54,20,50,10,10,10,82.16,1548 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,4,,7.66,Movimiento Exploratorio,Refugiado,Hembra,Adulto,05:06:36 p. m.,17:06:36,Octubre,14/10/2018,Lluvias,98,21.2,19.5,19.4,8.75,54,50,10,10,15,15,84.24,1551 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,5,,7.5,Movimiento Exploratorio,Refugiado,Hembra,Adulto,07:44:11 p. m.,19:44:11,Octubre,14/10/2018,Lluvias,98,20,19,18.9,8.75,54,50,10,10,15,15,84.24,1548 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,8,,4.55,Ajuste Local ,Refugiado,Hembra,Adulto,01:09:12 p. m.,13:09:12,Octubre,15/10/2018,Lluvias,98,20,19.5,19.4,8.75,54,50,10,5,10,10,84.24,1537 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,7,,20.36,Movimiento Exploratorio,Moviendose,Hembra,Adulto,01:42:25 a. m.,01:42:25,Octubre,15/10/2018,Lluvias,99,20,18.9,18.8,8.75,54,20,50,10,10,10,82.16,1534 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,10,,16.72,Movimiento Exploratorio,Moviendose,Hembra,Adulto,07:58:47 p. m.,19:58:47,Octubre,15/10/2018,Lluvias,95,18,18,17.9,8.75,54,40,20,10,15,15,83.2,1539 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,9,,6.38,Movimiento Exploratorio,Refugiado,Hembra,Adulto,03:46:34 p. m.,15:46:34,Octubre,15/10/2018,Lluvias,98,21.2,19.1,19.1,8.75,54,50,10,5,10,10,84.24,1542 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,11,,15.21,Movimiento Exploratorio,Moviendose,Hembra,Adulto,10:23:54 p. m.,22:23:54,Octubre,15/10/2018,Lluvias,99,18,17.6,17.5,8.75,54,20,30,20,15,15,84.24,1535 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,13,,9.81,Movimiento Exploratorio,Moviendose,Hembra,Adulto,02:29:18 p. m.,14:29:18,Octubre,16/10/2018,Lluvias,92,19.5,18.2,18.4,8.75,54,30,25,10,10,25,83.2,1543 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,12,,8.48,Movimiento Exploratorio,Moviendose,Hembra,Adulto,01:25:16 a. m.,01:25:16,Octubre,16/10/2018,Lluvias,99,18.2,17.8,17.7,8.75,54,40,20,10,15,15,87.36,1526 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,14,,6.25,Movimiento Exploratorio,Refugiado,Hembra,Adulto,10:53:12 p. m.,22:53:12,Octubre,16/10/2018,Lluvias,99,17,16.1,16.2,8.75,54,30,20,10,15,20,92.56,1546 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,15,,0,Refugiado,Refugiado,Hembra,Adulto,01:13:40 a. m.,01:13:40,Octubre,17/10/2018,Lluvias,98,16.5,16.2,16.5,8.75,54,30,20,10,15,25,92.56,1536 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,16,,9.79,Movimiento Exploratorio,Moviendose,Hembra,Adulto,03:56:09 p. m.,15:56:09,Octubre,17/10/2018,Lluvias,99,16,16.3,16.3,8.75,54,40,5,15,10,20,83.2,1534 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,17,,6.38,Movimiento Exploratorio,Moviendose,Hembra,Adulto,08:14:52 p. m.,20:14:52,Octubre,17/10/2018,Lluvias,99,15,15.9,15.7,8.75,54,na,na,na,na,na,na,1535 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,18,18,,16.99,Movimiento Exploratorio,Refugiado,Hembra,Adulto,11:14:49 a. m.,11:14:49,Octubre,18/10/2018,Lluvias,99,16,16.5,16.8,8.75,54,na,na,na,na,na,na,1533 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,19,1,,0,Refugiado,Refugiado,Hembra,Adulto,11:55:11 p. m.,23:55:11,Octubre,13/10/2018,Lluvias,92,19,19,18.1,8.81,54,40,10,10,20,5,82.16,1550 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,19,2,,0,Refugiado,Refugiado,Hembra,Adulto,11:24:11 a. m.,11:24:11,Octubre,14/10/2018,Lluvias,98,20,18.7,18.8,8.81,54,60,0,20,5,15,82.16,1550 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,19,3,,0,Refugiado,Refugiado,Hembra,Adulto,02:55:00 p. m.,14:55:00,Octubre,14/10/2018,Lluvias,98,20,18.7,18.8,8.81,54,60,0,20,5,15,82.16,1550 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,19,4,,0,Refugiado,Refugiado,Hembra,Adulto,05:10:11 p. m.,17:10:11,Octubre,14/10/2018,Lluvias,98,20,18.7,18.8,8.81,54,60,0,20,5,15,82.16,1550 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,19,7,,0,Refugiado,Refugiado,Hembra,Adulto,01:44:00 a. m.,01:44:00,Octubre,14/10/2018,Lluvias,99,20,18.6,18.7,8.81,54,30,40,10,5,5,88.4,1553 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,19,8,,0,Refugiado,Refugiado,Hembra,Adulto,09:56:00 a. m.,09:56:00,Octubre,14/10/2018,Lluvias,99,20,18.6,18.7,8.81,54,30,40,10,5,5,88.4,1553 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,19,9,,0,Refugiado,Refugiado,Hembra,Adulto,12:15:00 p. m.,12:15:00,Octubre,14/10/2018,Lluvias,99,20,18.6,18.7,8.81,54,30,40,10,5,5,88.4,1553 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,19,10,,0,Refugiado,Refugiado,Hembra,Adulto,04:24:00 p. m.,16:24:00,Octubre,14/10/2018,Lluvias,99,20,18.6,18.7,8.81,54,30,40,10,5,5,88.4,1553 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,19,11,,0,Refugiado,Refugiado,Hembra,Adulto,08:45:00 p. m.,20:45:00,Octubre,14/10/2018,Lluvias,99,20,18.6,18.7,8.81,54,30,40,10,5,5,88.4,1553 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,19,5,,6.13,Movimiento Exploratorio,Moviendose,Hembra,Adulto,07:55:23 p. m.,19:55:23,Octubre,14/10/2018,Lluvias,99,21.6,18.6,19,8.81,54,30,40,10,5,5,88.4,1549 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,19,6,,19.2,Movimiento Exploratorio,Refugiado,Hembra,Adulto,11:39:24 p. m.,23:39:24,Octubre,14/10/2018,Lluvias,99,20,18.8,18.7,8.81,54,30,40,10,5,5,88.4,1553 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,19,12,,0,Refugiado,Refugiado,Hembra,Adulto,12:06:00 a. m.,00:06:00,Octubre,15/10/2018,Lluvias,99,20,18.6,18.7,8.81,54,30,40,10,5,5,88.4,1553 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,19,13,,0,Refugiado,Refugiado,Hembra,Adulto,10:00:00 a. m.,10:00:00,Octubre,15/10/2018,Lluvias,99,20,18.6,18.7,8.81,54,30,40,10,5,5,88.4,1553 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,19,14,,0,Refugiado,Refugiado,Hembra,Adulto,01:51:24 p. m.,13:51:24,Octubre,15/10/2018,Lluvias,99,20,18.8,18.7,8.81,54,30,40,10,5,5,88.4,1553 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,19,15,,0,Refugiado,Refugiado,Hembra,Adulto,03:40:00 p. m.,15:40:00,Octubre,15/10/2018,Lluvias,99,21.2,18.8,18.8,8.81,54,30,40,10,5,5,88.4,1553 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,19,16,,0,Refugiado,Refugiado,Hembra,Adulto,10:40:00 p. m.,22:40:00,Octubre,15/10/2018,Lluvias,98,18.5,17.6,17.7,8.81,54,30,40,10,5,5,88.4,1553 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,19,17,,0,Refugiado,Refugiado,Hembra,Adulto,12:10:00 a. m.,00:10:00,Octubre,16/10/2018,Lluvias,98,18.5,17.6,17.7,8.81,54,30,40,10,5,5,88.4,1553 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,19,18,,0,Refugiado,Refugiado,Hembra,Adulto,10:12:00 a. m.,10:12:00,Octubre,16/10/2018,Lluvias,98,18.5,17.6,17.7,8.81,54,30,40,10,5,5,88.4,1553 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,19,19,,0,Refugiado,Refugiado,Hembra,Adulto,12:18:00 p. m.,12:18:00,Octubre,16/10/2018,Lluvias,98,18.5,17.6,17.7,8.81,54,30,40,10,5,5,88.4,1553 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,19,20,,0,Refugiado,Refugiado,Hembra,Adulto,02:42:09 p. m.,14:42:09,Octubre,16/10/2018,Lluvias,95,21,17.6,17.3,8.81,54,30,40,10,5,5,88.4,1549 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,19,24,,0,Refugiado,Refugiado,Hembra,Adulto,08:00:43 p. m.,20:00:43,Octubre,17/10/2018,Lluvias,99,15,16.1,15.8,8.81,54,40,20,10,10,20,81.12,1559 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,19,22,,0,Refugiado,Refugiado,Hembra,Adulto,01:23:24 a. m.,01:23:24,Octubre,17/10/2018,Lluvias,98,17.2,16.5,16.7,8.81,54,50,10,10,10,10,89.44,1546 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,19,21,,29.95,Movimiento Exploratorio,Moviendose,Hembra,Adulto,01:23:24 a. m.,01:23:24,Octubre,17/10/2018,Lluvias,98,17.2,16.5,16.7,8.81,54,50,10,10,10,10,89.44,1546 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,19,23,,33.73,Movimiento Exploratorio,Moviendose,Hembra,Adulto,04:19:26 p. m.,16:19:26,Octubre,17/10/2018,Lluvias,99,17,17,16,8.81,54,40,10,10,10,20,89.44,1564 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,19,25,,0,Refugiado,Refugiado,Hembra,Adulto,10:52:29 a. m.,10:52:29,Octubre,18/10/2018,Lluvias,99,15,16.1,15.8,8.81,54,40,20,10,10,20,81.12,1557 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,20,3,,11.51,Movimiento Exploratorio,Descansando,Macho,Adulto,08:08:48 p. m.,20:08:48,Octubre,15/10/2018,Lluvias,98,18.1,18,17.9,6.81,25,50,10,15,10,10,81.12,1539 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,20,4,,6.72,Movimiento Exploratorio,Descansando,Macho,Adulto,10:31:28 p. m.,22:31:28,Octubre,15/10/2018,Lluvias,95,18.3,17.8,17.5,6.81,25,40,10,30,5,15,84.24,1537 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,20,2,,7.74,Movimiento Exploratorio,Moviendose,Macho,Adulto,03:48:05 p. m.,15:48:05,Octubre,15/10/2018,Lluvias,98,21.1,19.1,19,6.81,25,na,na,na,na,na,na,1541 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,20,1,2.0,0,Refugiado,Moviendose,Macho,Adulto,01:44:18 p. m.,13:44:18,Octubre,15/10/2018,Lluvias,97,20,18,18,6.81,25,40,10,10,20,5,84.24,1538 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,20,5,,8.43,Movimiento Exploratorio,Refugiado,Macho,Adulto,01:35:42 a. m.,01:35:42,Octubre,16/10/2018,Lluvias,95,18,18.2,18.3,6.81,25,40,10,20,15,15,84.24,1533 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,20,8,,16.75,Movimiento Exploratorio,Refugiado,Macho,Adulto,11:09:21 p. m.,23:09:21,Octubre,16/10/2018,Lluvias,99,17,17.2,17.1,6.81,25,30,20,10,15,15,84.24,1547 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,20,6,,0,Refugiado,Refugiado,Macho,Adulto,10:43:00 a. m.,10:43:00,Octubre,16/10/2018,Lluvias,95,18,18.2,18.3,6.81,25,50,5,15,10,20,82.16,1544 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,20,7,,0,Refugiado,Refugiado,Macho,Adulto,02:51:15 p. m.,14:51:15,Octubre,16/10/2018,Lluvias,95,18,18.2,18.3,6.81,25,50,5,15,10,20,82.16,1544 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,20,9,,0,Refugiado,Refugiado,Macho,Adulto,11:09:21 p. m.,23:09:21,Octubre,16/10/2018,Lluvias,99,17,17.2,17.1,6.81,25,30,20,10,15,15,85.28,1547 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,20,10,,0,Refugiado,Refugiado,Macho,Adulto,01:19:51 a. m.,01:19:51,Octubre,17/10/2018,Lluvias,99,16.1,16.7,17.2,6.81,25,30,20,10,15,15,85.28,1540 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,20,11,,10.73,Movimiento Exploratorio,Refugiado,Macho,Adulto,11:06:16 a. m.,11:06:16,Octubre,18/10/2018,Lluvias,99,16,16,17.2,6.81,25,30,20,10,15,15,88.4,1535 m,Santa Cruz Tepetotutla,Oaxaca,SN,Medardo Arreortua
Conservado,21,2,30.0,10.77,Movimiento Exploratorio,Refugiado,Macho,Adulto,04:14:00 p. m.,16:14:00,Marzo,31/03/2019,Secas,88,17,16.8,16.8,6.21,24,40,10,20,10,20,92.56,1490 m,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortúa 
Conservado,21,1,50.0,0,Refugiado,Moviendose,Macho,Adulto,02:02:00 p. m.,14:02:00,Marzo,31/03/2019,Secas,86,17.6,16.3,16.3,6.21,24,40,10,20,10,20,92.56,1454 m,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortúa 
Conservado,21,3,30.0,0,Refugiado,Refugiado,Macho,Adulto,07:01:00 p. m.,19:01:00,Marzo,31/03/2019,Secas,87,12.8,12.8,14.2,6.21,24,40,10,20,10,20,92.56,1490 m,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortúa 
Conservado,21,4,30.0,0,Refugiado,Refugiado,Macho,Adulto, 11:00:00 p. m., 23:00:00 ,Marzo,31/03/2019,Secas,88,14,14.5,14.5,6.21,24,40,10,20,10,20,92.56,1490 m,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortúa 
Conservado,21,5,30.0,0,Refugiado,Refugiado,Macho,Adulto,11:50:00 a. m.,11:50:00,Abril,01/04/2019,Secas,86,16,14.4,14.5,6.21,24,40,10,20,10,20,92.56,1490 m,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortúa 
Conservado,21,6,30.0,0,Refugiado,Refugiado,Macho,Adulto,01:17:00 p. m.,13:17:00,Abril,01/04/2019,Secas,87,14.4,14.8,14.8,6.21,24,40,10,20,10,20,92.56,1490 m,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortúa 
Conservado,21,7,30.0,0,Refugiado,Refugiado,Macho,Adulto,02:15:00 p. m.,14:15:00,Abril,01/04/2019,Secas,92,14.8,15.1,15.1,6.21,24,40,10,20,10,20,92.56,1490 m,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortúa 
Conservado,21,8,30.0,0,Refugiado,Refugiado,Macho,Adulto,04:48:00 p. m.,16:48:00,Abril,01/04/2019,Secas,99,13,13.9,14,6.21,24,40,10,20,10,20,92.56,1490 m,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortúa 
Conservado,21,9,30.0,0,Refugiado,Refugiado,Macho,Adulto,06:52:00 p. m.,18:52:00,Abril,01/04/2019,Secas,99,13,13,14,6.21,24,40,10,20,10,20,92.56,1490 m,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortúa 
Conservado,21,10,30.0,1,Ajuste Local ,Refugiado,Macho,Adulto,11:30:00 a. m.,11:30:00,Abril,02/04/2019,Secas,97,13.6,14.3,14.2,6.21,24,40,10,20,10,20,92.56,1490 m,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortúa 
Conservado,21,11,30.0,0,Refugiado,Refugiado,Macho,Adulto,03:15:00 p. m.,15:15:00,Abril,02/04/2019,Secas,98,14,14,14.2,6.21,24,40,10,20,10,20,92.56,1490 m,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortúa 
Conservado,21,12,30.0,0,Refugiado,Refugiado,Macho,Adulto,11:00:00 a. m.,11:00:00,Abril,03/04/2019,Secas,98,17.1,17.5,18,6.21,24,40,10,20,10,20,92.56,1490 m,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortúa 
Conservado,21,13,30.0,0,Refugiado,Refugiado,Macho,Adulto,12:26:00 p. m.,12:26:00,Abril,03/04/2019,Secas,92,17.1,17,16.6,6.21,24,40,10,20,10,20,92.56,1490 m,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortúa 
Conservado,22,1,20.0,0,Refugiado,Moviendose,Macho,Adulto,06:52:00 p. m.,18:52:00,Abril,01/04/2019,Secas,99,17.6,13.9,14,6.15,22,30,30,10,10,10,87.36,1498 m,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortúa 
Conservado,22,2,25.0,1.2,Ajuste Local ,Refugiado,Macho,Adulto,10:22:00 p. m.,22:22:00,Abril,01/04/2019,Secas,98,14,na,14.5,6.15,22,40,10,10,20,20,95.68,1503 m,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortúa 
Conservado,22,3,25.0,0,Refugiado,Refugiado,Macho,Adulto,11:24:00 p. m.,23:24:00,Abril,01/04/2019,Secas,99,17.6,13.9,14,6.15,22,40,10,10,20,20,95.68,1501 m,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortúa 
Conservado,22,4,25.0,0,Refugiado,Refugiado,Macho,Adulto,10:12:00 a. m.,10:12:00,Abril,02/04/2019,Secas,92,13.5,na,14.4,6.15,22,40,10,10,20,20,95.68,1501 m,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortúa 
Conservado,22,5,25.0,0,Refugiado,Refugiado,Macho,Adulto,03:04:00 p. m.,15:04:00,Abril,02/04/2019,Secas,92,13.5,na,14.4,6.15,22,40,10,10,20,20,95.68,1501 m,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortúa 
Conservado,22,6,25.0,0,Refugiado,Refugiado,Macho,Adulto,06:12:00 p. m.,18:12:00,Abril,02/04/2019,Secas,95,16,na,15.5,6.15,22,40,10,10,20,20,95.68,1501 m,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortúa 
Conservado,22,7,25.0,0,Refugiado,Refugiado,Macho,Adulto,09:22:00 p. m.,21:22:00,Abril,02/04/2019,Secas,98,15,na,15.8,6.15,22,40,10,10,20,20,95.68,1501 m,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortúa 
Conservado,22,8,25.0,0,Refugiado,Refugiado,Macho,Adulto,11:04:00 p. m.,23:04:00,Abril,02/04/2019,Secas,96,14,na,14.2,6.15,22,40,10,10,20,20,95.68,1501 m,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortúa 
Conservado,22,9,25.0,0,Refugiado,Refugiado,Macho,Adulto,09:44:00 a. m.,09:44:00,Abril,03/04/2019,Secas,96,17,na,18,6.15,22,40,10,10,20,20,95.68,1501 m,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortúa 
Conservado,22,10,25.0,0,Refugiado,Refugiado,Macho,Adulto,11:50:00 a. m.,11:50:00,Abril,03/04/2019,Secas,95,18,18.5,18,6.15,22,40,10,10,20,20,95.68,1501 m,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortúa 
Conservado,22,11,25.0,0,Refugiado,Refugiado,Macho,Adulto,03:20:00 p. m.,15:20:00,Abril,03/04/2019,Secas,95,18,18.5,18,6.15,22,40,10,10,20,20,95.68,1501 m,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortúa 
Conservado,22,12,25.0,0,Refugiado,Refugiado,Macho,Adulto,06:00:00 p. m.,18:00:00,Abril,03/04/2019,Secas,95,18,18.5,18,6.15,22,40,10,10,20,20,95.68,1501 m,Santa Cruz Tepetotutla ,Oaxaca,SN,Medardo Arreortúa 
