Sitio,ID,Encuentro,distancia a sendero,Distrecorr,TipoMov,Actividad,Sexo,Edad,Hora formato de 12 hrs,Hora de encuentro (F24),Mes,Fecha,Temporada,HUM,TEMPAMB,TC,TS,LHC,Peso ,HOJA,SUELO,HERB,ARBUS,ARBO,DOSEL,altitid,Localidad,Estado,Region,Revisor
Perturbado,29,17,67.7,21.03,Movimiento Exploratorio,Moviendose,Hembra,Adulto,11:28:00 a. m.,11:28:00,Septiembre,21/09/2019,Lluvias,98,21.9,20,20.9,9.58,109,20,0,60,10,10,81.64,1290 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,29,18,67.7,0,Refugiado,Descansando,Hembra,Adulto,1:05:00 p. m.,13:05:00,Septiembre,21/09/2019,Lluvias,81,21.8,,21,9.58,109,20,0,60,10,10,81.64,1290 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,29,19,67.7,0,Refugiado,Refugiado,Hembra,Adulto,3:50:00 p. m.,15:50:00,Septiembre,21/09/2019,Lluvias,75,21.6,,20.8,9.58,109,20,0,60,10,10,81.64,1290 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,29,20,67.7,0,Refugiado,Refugiado,Hembra,Adulto,9:00:00 p. m.,21:00:00,Septiembre,21/09/2019,Lluvias,82,19.9,,19.5,9.58,109,20,0,60,10,10,81.64,1290 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,29,21,67.7,0,Refugiado,Refugiado,Hembra,Adulto,11:15:00 p. m.,23:15:00,Septiembre,21/09/2019,Lluvias,77,18.3,,18.9,9.58,109,20,0,60,10,10,81.64,1290 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,29,16,85.9,0,Refugiado,Descansando,Hembra,Adulto,12:03:00 a. m.,00:03:00,Septiembre,21/09/2019,Lluvias,80,19.6,19.1,19,9.58,109,40,5,30,25,0,88.92,1307 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,29,22,67.7,0,Refugiado,Refugiado,Hembra,Adulto,10:03:00 a. m.,10:03:00,Septiembre,22/09/2019,Lluvias,90,21.1,,204,9.58,109,20,0,60,10,10,81.64,1290 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,29,23,67.7,0,Refugiado,Refugiado,Hembra,Adulto,12:00:00 p. m.,12:00:00,Septiembre,22/09/2019,Lluvias,68,23.8,,22.6,9.58,109,20,0,60,10,10,81.64,1290 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,29,24,67.7,0,Refugiado,Refugiado,Hembra,Adulto,1:45:00 p. m.,13:45:00,Septiembre,22/09/2019,Lluvias,65,22.7,22.4,22.3,9.58,109,20,0,60,10,10,81.64,1290 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,29,25,67.7,0,Refugiado,Refugiado,Hembra,Adulto,03:25:00: p. m. ,15:25:00,Septiembre,22/09/2019,Lluvias,62,22,,22.2,9.58,109,20,0,60,10,10,81.64,1290 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,29,26,67.7,0,Refugiado,Refugiado,Hembra,Adulto,6:30:00 p. m.,18:30:00,Septiembre,22/09/2019,Lluvias,68,21,,21.5,9.58,109,20,0,60,10,10,81.64,1290 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,29,27,67.7,0,Refugiado,Refugiado,Hembra,Adulto,2:40:00 p. m.,14:40:00,Septiembre,24/09/2019,Lluvias,74,24,22.7,22.4,9.58,109,20,0,60,10,10,81.64,1290 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,30,4,127.0,9.19,Movimiento Exploratorio,Moviendose,Macho,Adulto,3:40:00 p. m.,15:40:00,Septiembre,21/09/2019,Lluvias,75,21,21.4,21.5,7.4,35,20,10,50,10,10,81.64,1280 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,30,3,128.0,0,Refugiado,Refugiado,Macho,Adulto,12:39:00 p. m.,12:39:00,Septiembre,21/09/2019,Lluvias,98,21.9,20,20.9,7.4,35,20,10,50,10,10,81.64,1280 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,30,5,127.0,0,Refugiado,Refugiado,Macho,Adulto,6:23:00 p. m.,18:23:00,Septiembre,21/09/2019,Lluvias,76,19,19,19,7.4,35,20,10,50,10,10,81.64,1280 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,30,6,127.0,0,Refugiado,Refugiado,Macho,Adulto,11:00:00 p. m.,23:00:00,Septiembre,21/09/2019,Lluvias,75,18.3,,18.9,7.4,35,20,10,50,10,10,81.64,1280 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,30,1,128.0,0,Refugiado,Moviendose,Macho,Adulto,12:30:00 a. m.,00:30:00,Septiembre,21/09/2019,Lluvias,70,18.5,18,18,7.4,35,20,10,50,10,10,84.24,1268 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,30,2,128.0,0,Refugiado,Refugiado,Macho,Adulto,11:00:00 a. m.,11:00:00,Septiembre,21/09/2019,Lluvias,92,21.6,20,20,7.4,35,20,10,50,10,10,na,1280 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,30,7,127.0,0,Refugiado,Refugiado,Macho,Adulto,9:50:00 a. m.,09:50:00,Septiembre,22/09/2019,Lluvias,92,18.9,,20.5,7.4,35,20,10,50,10,10,81.64,1280 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,30,8,127.0,0,Refugiado,Refugiado,Macho,Adulto,12:24:00 p. m.,12:24:00,Septiembre,22/09/2019,Lluvias,65,23.1,27.5,28.3,7.4,35,20,10,50,10,10,81.64,1280 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,30,9,127.0,0,Refugiado,Refugiado,Macho,Adulto,1:48:00 p. m.,13:48:00,Septiembre,22/09/2019,Lluvias,70,26.6,25.8,25.8,7.4,35,20,10,50,10,10,81.64,1280 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,30,10,127.0,0,Refugiado,Refugiado,Macho,Adulto,2:30:00 p. m.,14:30:00,Septiembre,22/09/2019,Lluvias,62,22,,22.2,7.4,35,20,10,50,10,10,81.64,1280 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,30,12,139.9,13.93,Movimiento Exploratorio,Moviendose,Macho,Adulto,11:45:00 a. m.,11:45:00,Septiembre,24/09/2019,Lluvias,70,23,21,21,7.4,35,30,20,30,10,10,81.64,1280 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,30,11,127.0,0,Refugiado,Refugiado,Macho,Adulto,2:37:00 p. m.,14:37:00,Septiembre,24/09/2019,Lluvias,74,24,22.8,22.7,7.4,35,20,10,50,10,10,81.64,1280 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
Perturbado,30,13,139.9,0,Refugiado,Refugiado,Macho,Adulto,10:49:00 p. m.,22:49:00,Septiembre,24/09/2019,Lluvias,78,23.1,18.6,18.6,7.4,35,30,20,30,10,10,81.64,1280 m,Santa Cruz Tepetotutla,Oaxaca,SMO,Medardo Arreortúa
